Year,Team_Strengh_Last_Year,Team,Recruits,Class_Points,Conference,Picks,Points,QB_Drafted
2011,-10.9597915191589,Central Arkansas,NA,NA,NA,1,1.1,0
2011,15.1653603956693,Central Florida,26,159.43,AAC,2,6.8,0
2011,-3.12165253751898,Central Michigan,25,43.51,MAC,0,0,0
2011,-25.9162070507196,Charleston Southern,NA,NA,NA,0,0,0
2011,-0.94186908611217,Chattanooga,NA,NA,NA,1,3.3,0
2011,6.81071658493936,Cincinnati,24,167.47,AAC,1,1.2,0
2011,-18.5525119027477,Citadel,NA,NA,NA,0,0,0
2011,16.3543692838353,Clemson,31,269.16,ACC,6,39.7,0
2011,-9.07720267508523,Coastal Carolina,NA,NA,NA,0,0,0
2011,-25.8088248413505,Colgate,NA,NA,NA,0,0,0
2011,6.48342449541814,Colorado,19,147.7,Pac-12,4,34.5,0
2011,-9.73638648478634,Colorado State,26,122.79,M-West,0,0,0
2011,7.62769092320116,Connecticut,17,112.7,AAC,3,4.8,0
2011,0.921452043807648,Duke,20,149.33,ACC,0,0,0
2011,0.669867357262007,East Carolina,26,139,AAC,1,1.7,0
2011,-5.80968261925864,Eastern Illinois,NA,NA,NA,0,0,0
2011,6.55082288339021,Eastern Kentucky,NA,NA,NA,0,0,0
2011,-23.8806293815793,Eastern Michigan,19,36.78,MAC,0,0,0
2011,1.86958049450071,Eastern Washington,NA,NA,NA,1,3.9,0
2011,-10.0883446415835,Elon,NA,NA,NA,0,0,0
2011,21.0141974901479,Florida,19,259.45,SEC,4,28.6,0
2011,-23.2689616913717,Florida A&M,NA,NA,NA,1,0.1,0
2011,-12.6778605293961,Florida Atlantic,24,46.77,C-USA,1,7.6,0
2011,1.29197255926626,Florida International,25,59.68,C-USA,1,0.2,0
2011,24.8946972292697,Florida State,29,296.41,ACC,3,28,1
2011,5.91401782089624,Fresno State,17,32.9,M-West,2,2.8,0
2011,10.1916362286787,Furman,NA,NA,NA,0,0,0
2011,-18.1593679379095,Gardner-Webb,NA,NA,NA,0,0,0
2011,21.5592222344952,Georgia,26,279.82,SEC,6,49.5,0
2011,9.60112731025681,Georgia Southern,1,0,SBC,0,0,0
2011,-17.8095243320102,Georgia State,5,0,SBC,0,0,0
2011,9.13271110899981,Georgia Tech,22,174.84,ACC,1,0.1,0
2011,-7.42581492081659,Grambling State,NA,NA,NA,0,0,0
2011,-33.1314492229072,Hampton,NA,NA,NA,1,5.7,0
2011,17.7060513032105,Hawaii,26,42.06,M-West,3,13.6,0
2011,6.68091135788911,Houston,22,134.24,AAC,0,0,0
2011,2.95843770441057,Idaho,23,19.29,SBC,3,5.4,1
2011,-22.4466026515709,Idaho State,NA,NA,NA,0,0,0
2011,17.3904194912609,Illinois,29,183.66,Big-Ten,4,32.6,0
2011,-28.9005304942123,Illinois State,NA,NA,NA,0,0,0
2011,-2.50495040628095,Indiana,24,157.88,Big-Ten,2,8.3,0
2011,-23.1990801004502,Indiana State,NA,NA,NA,0,0,0
2011,21.2001140661305,Iowa,27,208.64,Big-Ten,6,29.9,1
2011,4.93919201715766,Iowa State,23,154.28,Big-12,0,0,0
2011,12.3021545258921,Jacksonville State,NA,NA,NA,0,0,0
2011,35.9742599326634,James Madison,NA,NA,NA,0,0,0
2011,-6.58078870485346,Kansas,32,178.77,Big-12,0,0,0
2011,13.6882550076193,Kansas State,27,163.66,Big-12,1,8.3,0
2011,-6.94419070561034,Kent State,18,13.99,MAC,0,0,0
2011,11.4811279661307,Kentucky,26,183.89,SEC,1,8.1,0
2011,-7.51798519478275,Liberty,NA,NA,NA,0,0,0
2011,25.7555628302155,Louisiana State,23,274.04,SEC,6,52,0
2011,3.5839817645737,Louisiana Tech,24,17.58,C-USA,0,0,0
2011,-13.3763877935921,Louisiana-Lafayette,29,91.52,SBC,0,0,0
2011,-8.76524709383382,Louisiana-Monroe,21,22.7,SBC,0,0,0
2011,13.560619568779,Louisville,22,208.34,ACC,3,11.6,0
2011,-14.8088248413517,Maine,NA,NA,NA,0,0,0
2011,-5.77689400197591,Marshall,24,152.84,C-USA,0,0,0
2011,16.1515144324217,Maryland,21,162.43,Big-Ten,2,8.9,0
2011,7.84813812084553,Massachusetts,1,0,MAC,0,0,0
2011,-4.87416287804576,McNeese State,NA,NA,NA,0,0,0
2011,-19.5823103144459,Memphis,40,122.3,AAC,0,0,0
2011,18.7408349940164,Miami (FL),21,198.68,ACC,8,45.6,0
2011,-4.60453273737352,Miami (OH),19,20.81,MAC,0,0,0
2011,9.85793480623466,Michigan,20,210.78,Big-Ten,2,9.2,0
2011,15.3936276811994,Michigan State,21,198.91,Big-Ten,2,2.7,0
2011,-8.7101369188931,Middle Tennessee State,17,45.96,C-USA,1,2.8,0
2011,2.35120067392172,Minnesota,25,158.2,Big-Ten,0,0,0
2011,8.31195121128192,Mississippi,26,226.45,SEC,1,0.9,0
2011,21.5377102288371,Mississippi State,24,192.65,SEC,4,21.8,0
2011,24.5157047844726,Missouri,14,158.06,Big-12,3,42.2,1
2011,-7.32154167777023,Missouri State,NA,NA,NA,1,4.7,0
2011,8.86537343059737,Montana State,NA,NA,NA,1,0.1,0
2011,-39.8582822529679,Morgan State,NA,NA,NA,0,0,0
2011,-34.9539873910001,Murray State,NA,NA,NA,0,0,0
2011,12.6109239956481,Navy,22,24.64,IND,0,0,0
2011,25.6431953975323,Nebraska,21,245.6,Big-Ten,7,31.4,0
2011,23.879377179889,Nevada,23,8.99,M-West,3,20.4,1
2011,-9.01507457884385,Nevada-Las Vegas,22,27.69,M-West,0,0,0
2011,-1.82156491829685,New Hampshire,NA,NA,NA,0,0,0
2011,-19.4994823442532,New Mexico,21,39.33,M-West,0,0,0
2011,-18.3187983865728,New Mexico State,21,3.33,SBC,1,3.6,0
2011,-28.7480043350634,Nicholls State,NA,NA,NA,0,0,0
2011,-29.3383776604694,Norfolk State,NA,NA,NA,0,0,0
2011,15.3404536861749,North Carolina,26,230.93,ACC,9,60.5,1
2011,21.3344138632738,North Carolina State,20,136.6,ACC,1,7.8,0
2011,-13.5879490092917,North Dakota,NA,NA,NA,0,0,0
2011,-0.590585390242754,North Dakota State,NA,NA,NA,0,0,0
2011,-7.91504030866102,North Texas,25,23.4,C-USA,0,0,0
2011,8.62452887065895,Northern Arizona,NA,NA,NA,0,0,0
2011,-19.6161690041904,Northern Colorado,NA,NA,NA,0,0,0
2011,14.8852576477889,Northern Illinois,22,37.01,MAC,0,0,0
2011,-19.0706046682323,Northern Iowa,NA,NA,NA,0,0,0
2011,2.10926619117732,Northwestern,16,149.67,Big-Ten,0,0,0
2011,-26.2565539580613,Northwestern State,NA,NA,NA,0,0,0
2011,19.9055431368694,Notre Dame,28,269.31,IND,1,10.6,0
2011,-3.55394279892904,Ohio,23,17.86,MAC,0,0,0
2011,30.8837992976142,Ohio State,26,278.08,Big-Ten,5,21.6,0
2011,28.4007037982153,Oklahoma,18,256.21,Big-12,4,12.5,0
2011,28.4698601513853,Oklahoma State,27,213.53,Big-12,1,4.4,0
2011,44.410225215805,Oregon,26,257.09,Pac-12,1,4.3,0
2011,23.084631369184,Oregon State,25,175.75,Pac-12,3,15.3,0
2011,10.2944741464938,Penn State,21,201.4,Big-Ten,2,11.5,0
2011,17.1882317670927,Pittsburgh,21,148.73,ACC,6,31.1,0
2011,-18.4875212994637,Portland State,NA,NA,NA,1,3.7,0
2011,-15.0954757058181,Prairie View A&M,NA,NA,NA,0,0,0
2011,-27.6105230323199,Presbyterian,NA,NA,NA,0,0,0
2011,-1.16010797613711,Purdue,15,129.39,Big-Ten,1,16.9,0
2011,-48.2994940121842,Rhode Island,NA,NA,NA,0,0,0
2011,-7.1955636861072,Rice,19,17.94,C-USA,1,0.1,0
2011,-14.5389678561502,Richmond,NA,NA,NA,1,0.7,0
2011,-1.32858097508105,Rutgers,23,206.28,Big-Ten,0,0,0
2011,10.4402473513128,Sacramento State,NA,NA,NA,0,0,0
2011,-17.864987457638,Sam Houston State,NA,NA,NA,0,0,0
2011,-25.1150994561207,Samford,NA,NA,NA,0,0,0
2011,14.8833322145168,San Diego State,23,118.05,M-West,2,6.6,0
2011,-8.1594161980995,San Jose State,22,8.84,M-West,0,0,0
2011,26.2014329140691,South Carolina,33,244.12,SEC,2,6.8,0
2011,-18.8770855763901,South Carolina State,NA,NA,NA,1,0.6,0
2011,-2.25151615059378,South Dakota,NA,NA,NA,0,0,0
2011,14.6333987121425,South Dakota State,NA,NA,NA,0,0,0
2011,8.68195586559352,South Florida,21,141.95,AAC,3,10.7,0
2011,-28.5179851947824,Southeast Missouri State,NA,NA,NA,0,0,0
2011,-9.98109440574673,Southeastern Louisiana,NA,NA,NA,0,0,0
2011,24.5671872826958,Southern California,29,286.99,Pac-12,9,41.7,0
2011,-11.6193771941285,Southern Illinois,NA,NA,NA,1,0.6,0
2011,5.52518322596545,Southern Methodist,27,144.35,AAC,1,1.6,0
2011,8.91432097957135,Southern Mississippi,26,60.37,C-USA,0,0,0
2011,-8.95483647639483,Southern Utah,NA,NA,NA,2,4.8,0
2011,42.4500440367012,Stanford,19,221.85,Pac-12,4,13.9,0
2011,-16.0209439075032,Stephen F. Austin,NA,NA,NA,0,0,0
2011,-33.3278408197969,Stony Brook,NA,NA,NA,0,0,0
2011,6.20097184403881,Syracuse,29,157.74,ACC,2,6.6,0
2011,2.56240544796742,Temple,20,93.23,AAC,2,22.1,0
2011,13.1552310512058,Tennessee,27,253.78,SEC,3,10.1,0
2011,-13.7301728418258,Tennessee Tech,NA,NA,NA,0,0,0
2011,-33.8545656341845,Tennessee-Martin,NA,NA,NA,0,0,0
2011,10.615347087457,Texas,22,283.61,Big-12,4,24.9,0
2011,21.9888527778869,Texas A&M,22,195.86,Big-12,1,30.2,0
2011,34.6697238157861,Texas Christian,26,207.48,Big-12,5,19.3,1
2011,-48.3821057621887,Texas Southern,NA,NA,NA,0,0,0
2011,-30.3288853275008,Texas State,1,12.55,SBC,0,0,0
2011,10.1167671965061,Texas Tech,36,231.9,Big-12,1,0.1,0
2011,-4.4313269272458,Texas-El Paso,21,0,C-USA,0,0,0
2011,0.757933256952601,Toledo,22,130.09,MAC,0,0,0
2011,-33.5147470916707,Towson,NA,NA,NA,0,0,0
2011,2.05557785245601,Troy,19,27.16,SBC,1,6.5,0
2011,-10.17734834688,Tulane,22,110.8,AAC,0,0,0
2011,13.0500051662315,Tulsa,21,113.11,AAC,1,1.7,0
2011,11.5770237040657,UCLA,17,170.82,Pac-12,3,23.1,0
2011,21.3533347270561,Utah,18,182.11,Pac-12,0,0,0
2011,-3.43283416685616,Utah State,25,20.37,M-West,1,5.9,0
2011,-3.02597094210227,Vanderbilt,23,163.64,SEC,0,0,0
2011,-1.44739123742282,Villanova,NA,NA,NA,1,9.8,0
2011,3.47082882923968,Virginia,27,221,ACC,1,12.3,0
2011,-25.8154052076657,Virginia Military Institute,NA,NA,NA,0,0,0
2011,27.984056618053,Virginia Tech,22,190.68,ACC,3,16.7,1
2011,-0.555821977696596,Wake Forest,16,141.84,ACC,0,0,0
2011,15.0761278398361,Washington,23,219.9,Pac-12,2,27.8,1
2011,6.87517011598769,Washington State,25,144.21,Pac-12,1,0.8,0
2011,-17.8851892721111,Weber State,NA,NA,NA,0,0,0
2011,18.9325940103046,West Virginia,24,164.85,Big-12,4,9.9,0
2011,-16.6753828221154,Western Carolina,NA,NA,NA,0,0,0
2011,-8.16990466152705,Western Illinois,NA,NA,NA,0,0,0
2011,-10.2599079455351,Western Kentucky,29,64.38,C-USA,0,0,0
2011,3.64025248613504,Western Michigan,19,93.69,MAC,0,0,0
2011,14.3306570007852,William & Mary,NA,NA,NA,0,0,0
2011,27.5924299575444,Wisconsin,21,184.53,Big-Ten,5,49.8,0
2011,-23.5637394843187,Wofford,NA,NA,NA,0,0,0
2011,-2.73066338391005,Wyoming,22,29.8,M-West,1,4.1,0
2012,8.31057723009694,Air Force,39,121.46,M-West,0,0,0
2012,-23.6355263737895,Akron,22,59.6,MAC,0,0,0
2012,42.2814358198872,Alabama,26,310.09,SEC,8,98.8,0
2012,-6.28530677295931,Alabama State,NA,NA,NA,0,0,0
2012,-12.6687788346936,Alabama-Birmingham,25,93.04,C-USA,0,0,0
2012,-32.1168584792477,Appalachian State,8,38.74,SBC,1,12.3,0
2012,11.4577949827899,Arizona,27,196.15,Pac-12,3,8.2,1
2012,17.5168177215585,Arizona State,28,203.11,Pac-12,2,14.1,1
2012,25.6048213548436,Arkansas,26,217.57,SEC,4,18.5,0
2012,10.694589863389,Arkansas State,29,162.05,SBC,1,6.9,0
2012,1.23286631283345,Army,15,34.14,IND,0,0,0
2012,10.4445254338794,Auburn,21,257.6,SEC,1,3.6,0
2012,-39.5063722490635,Austin Peay,NA,NA,NA,0,0,0
2012,-2.52655091399496,Ball State,24,108.02,MAC,0,0,0
2012,21.3518323629443,Baylor,26,218.36,Big-12,5,52.1,1
2012,-12.605194877524,Bethune-Cookman,NA,NA,NA,0,0,0
2012,30.9296279013423,Boise State,25,167.2,M-West,6,38,0
2012,3.26210576439296,Boston College,26,142.89,ACC,1,20.6,0
2012,-0.62971835552125,Bowling Green State,20,113.01,MAC,0,0,0
2012,12.7775182642008,Brigham Young,15,142.87,IND,0,0,0
2012,-5.68192248056423,Buffalo,19,77.86,MAC,0,0,0
2012,-9.51669340977687,Cal Poly,NA,NA,NA,0,0,0
2012,17.1463053609454,California,16,206.59,Pac-12,6,32,0
2012,-24.8978054432394,California-Davis,NA,NA,NA,0,0,0
2012,-1.23193136187219,Central Arkansas,NA,NA,NA,0,0,0
2012,7.92711253777861,Central Florida,15,110.95,AAC,1,7.9,0
2012,-8.00507199014299,Central Michigan,24,118.95,MAC,0,0,0
2012,-38.5700476312297,Charleston Southern,NA,NA,NA,0,0,0
2012,-10.4053937206161,Chattanooga,NA,NA,NA,1,0.1,1
2012,17.143818759861,Cincinnati,28,183.19,AAC,4,31.5,0
2012,5.83818638176822,Citadel,NA,NA,NA,0,0,0
2012,14.368828795756,Clemson,22,245.9,ACC,4,29.6,0
2012,-32.6905515277397,Coastal Carolina,NA,NA,NA,1,3,0
2012,-1.03394481484145,Colorado,28,199.39,Pac-12,2,2.4,0
2012,-8.6535385223999,Colorado State,23,60.76,M-West,0,0,0
2012,6.69176770408448,Connecticut,22,143.05,AAC,1,9.8,0
2012,-12.0404123431528,Delaware,NA,NA,NA,1,5.4,0
2012,0.846152351891565,Duke,21,163.5,ACC,0,0,0
2012,-0.742453069617745,East Carolina,20,130.88,AAC,0,0,0
2012,-5.46866294824625,Eastern Illinois,NA,NA,NA,0,0,0
2012,22.8392950378804,Eastern Kentucky,NA,NA,NA,0,0,0
2012,-3.08419036040585,Eastern Michigan,24,92.83,MAC,0,0,0
2012,14.6822066415979,Eastern Washington,NA,NA,NA,1,3.4,0
2012,-9.79797129356654,Elon,NA,NA,NA,0,0,0
2012,17.597841739357,Florida,23,287,SEC,2,6.7,0
2012,-36.2562647299229,Florida A&M,NA,NA,NA,0,0,0
2012,-18.0950039755633,Florida Atlantic,28,123.46,C-USA,1,1.8,0
2012,3.59566177992521,Florida International,29,134.23,C-USA,1,5.8,0
2012,21.3350250248666,Florida State,19,287.73,ACC,4,9.8,0
2012,-35.7387994040944,Fordham,NA,NA,NA,0,0,0
2012,-0.718635639095226,Fresno State,14,81.28,M-West,1,4.8,0
2012,-0.603274673197579,Furman,NA,NA,NA,0,0,0
2012,-24.4748371710828,Gardner-Webb,NA,NA,NA,0,0,0
2012,22.5105648848164,Georgia,19,270.38,SEC,7,27,0
2012,22.0803194073324,Georgia Southern,5,24.75,SBC,0,0,0
2012,-23.8234583048087,Georgia State,13,21.87,SBC,0,0,0
2012,12.8133133007484,Georgia Tech,17,180.57,ACC,1,10.6,0
2012,-23.4116258938351,Grambling State,NA,NA,NA,0,0,0
2012,1.08980421707225,Hawaii,20,121.83,M-West,1,0.6,0
2012,28.3776581077459,Houston,25,172.27,AAC,0,0,0
2012,-31.2853067729601,Howard,NA,NA,NA,0,0,0
2012,-8.81519342353139,Idaho,22,90.15,SBC,1,2.5,0
2012,-33.9357465323205,Idaho State,NA,NA,NA,0,0,0
2012,10.3865944938761,Illinois,21,159.74,Big-Ten,4,47.2,0
2012,-6.22832256899581,Indiana,30,171.55,Big-Ten,0,0,0
2012,10.041379012066,Indiana State,NA,NA,NA,0,0,0
2012,15.0075268565212,Iowa,26,197.75,Big-Ten,6,25,0
2012,12.0354604231452,Iowa State,21,152.85,Big-12,1,8.5,0
2012,-19.3696095292367,Jacksonville State,NA,NA,NA,0,0,0
2012,-17.0785358611355,James Madison,NA,NA,NA,0,0,0
2012,-3.86726295711644,Kansas,25,125.94,Big-12,0,0,0
2012,22.0404114504342,Kansas State,19,137.35,Big-12,1,0.1,0
2012,-2.15378308622126,Kent State,24,102.12,MAC,0,0,0
2012,0.831506883318093,Kentucky,29,184.47,SEC,2,2.8,0
2012,-9.87011020775422,Liberty,NA,NA,NA,0,0,0
2012,40.4721256832979,Louisiana State,25,247.12,SEC,5,60.4,0
2012,14.2437802379795,Louisiana Tech,15,108.99,C-USA,0,0,0
2012,4.05972629306735,Louisiana-Lafayette,22,96.09,SBC,0,0,0
2012,0.789490518720299,Louisiana-Monroe,21,88.4,SBC,0,0,0
2012,10.9249068972196,Louisville,22,191.68,ACC,1,0.1,0
2012,10.1709521282378,Maine,NA,NA,NA,1,3.5,0
2012,0.539210625259662,Marshall,22,133.94,C-USA,1,8.6,0
2012,-2.4922538261171,Maryland,26,201.19,Big-Ten,0,0,0
2012,-20.9390106481617,Massachusetts,5,19.91,MAC,0,0,0
2012,-18.0683793696721,McNeese State,NA,NA,NA,0,0,0
2012,-20.7543304328755,Memphis,41,114.76,AAC,1,19.3,0
2012,14.5959215350317,Miami (FL),33,264.52,ACC,6,26.2,0
2012,3.08724155774539,Miami (OH),24,119.05,MAC,1,7,0
2012,26.6205306488318,Michigan,34,275.89,Big-Ten,3,6.7,0
2012,24.8550675110964,Michigan State,24,206.97,Big-Ten,6,21.8,1
2012,-14.4112390474186,Middle Tennessee State,21,80.89,C-USA,0,0,0
2012,1.77664159330767,Minnesota,26,167.47,Big-Ten,0,0,0
2012,-1.12572100808547,Mississippi,18,188.84,SEC,1,4.6,0
2012,15.5651644563921,Mississippi State,28,223.68,SEC,3,21.8,0
2012,21.3544047467557,Missouri,19,209.77,SEC,1,6.9,0
2012,-11.7163682865878,Missouri State,NA,NA,NA,0,0,0
2012,-11.0743208899764,Montana,NA,NA,NA,2,8.2,0
2012,3.16373422231637,Montana State,NA,NA,NA,0,0,0
2012,-41.830834768076,Morgan State,NA,NA,NA,0,0,0
2012,2.72379048466194,Murray State,NA,NA,NA,0,0,0
2012,7.16070406940088,Navy,16,77.25,IND,0,0,0
2012,18.7957226919396,Nebraska,17,210.46,Big-Ten,4,12.7,0
2012,11.4285734236624,Nevada,21,130.84,M-West,4,8.6,0
2012,-13.6836606484558,Nevada-Las Vegas,19,102.45,M-West,0,0,0
2012,-16.7783472654661,New Hampshire,NA,NA,NA,0,0,0
2012,-24.2483492195065,New Mexico,26,116.03,M-West,0,0,0
2012,-8.51646824717929,New Mexico State,20,119.49,SBC,1,1,0
2012,-13.3878496528823,Nicholls State,NA,NA,NA,0,0,0
2012,-20.6883100900915,Norfolk State,NA,NA,NA,0,0,0
2012,11.1225805514205,North Carolina,24,195.17,ACC,2,26.3,0
2012,-30.515581699154,North Carolina Central,NA,NA,NA,0,0,0
2012,8.3310062048006,North Carolina State,22,179.32,ACC,5,10.6,0
2012,-18.4680309438682,North Dakota,NA,NA,NA,0,0,0
2012,18.5755251807531,North Dakota State,NA,NA,NA,0,0,0
2012,-0.882862353939581,North Texas,23,109.58,C-USA,0,0,0
2012,-15.7433214297647,Northern Arizona,NA,NA,NA,0,0,0
2012,-23.8546549349545,Northern Colorado,NA,NA,NA,0,0,0
2012,10.5022585744186,Northern Illinois,30,100.92,MAC,1,0.1,1
2012,14.8343440105904,Northern Iowa,NA,NA,NA,0,0,0
2012,11.7324534643088,Northwestern,22,177.2,Big-Ten,2,0.2,0
2012,-10.8224977654636,Northwestern State,NA,NA,NA,1,1.8,0
2012,23.4530351392413,Notre Dame,18,244.29,IND,4,36.8,0
2012,6.54981782292802,Ohio,21,112.25,MAC,1,0.7,0
2012,15.0912236914794,Ohio State,26,281.68,Big-Ten,4,18.9,0
2012,33.3608022860034,Oklahoma,24,251.2,Big-12,7,33.6,0
2012,39.316009547527,Oklahoma State,23,209.48,Big-12,3,40.4,1
2012,36.3646748970899,Oregon,21,247.3,Pac-12,4,12.6,0
2012,10.0200476040302,Oregon State,23,192.35,Pac-12,1,6.8,0
2012,17.4508184691462,Penn State,23,189.29,Big-Ten,4,14.5,0
2012,12.3720685407926,Pittsburgh,17,196.01,ACC,0,0,0
2012,-16.4049581247817,Portland State,NA,NA,NA,0,0,0
2012,-30.0548110516088,Presbyterian,NA,NA,NA,1,1.6,0
2012,5.52958869995766,Purdue,29,184.57,Big-Ten,2,3.6,0
2012,2.5291854112355,Rhode Island,NA,NA,NA,0,0,0
2012,-1.38851532586035,Rice,24,119.15,C-USA,1,0.5,0
2012,6.64503593933683,Richmond,NA,NA,NA,0,0,0
2012,13.6855347133989,Rutgers,22,219.65,Big-Ten,1,6.5,0
2012,14.8189311914755,Sacramento State,NA,NA,NA,0,0,0
2012,-17.449465632061,Sam Houston State,NA,NA,NA,0,0,0
2012,-4.75659097867511,Samford,NA,NA,NA,1,2.2,0
2012,7.86658743113511,San Diego State,21,137.73,M-West,4,13.2,1
2012,0.877506174226066,San Jose State,21,102.84,M-West,0,0,0
2012,-8.11250485326496,South Alabama,26,60.47,SBC,0,0,0
2012,23.0393027943224,South Carolina,30,244.95,SEC,6,49.4,0
2012,-19.3178136921243,South Carolina State,NA,NA,NA,1,3.6,0
2012,-7.73196259851678,South Dakota,NA,NA,NA,1,1.1,0
2012,-38.8145219186784,South Dakota State,NA,NA,NA,0,0,0
2012,12.9448516826299,South Florida,18,179.41,AAC,0,0,0
2012,-49.6715277125969,Southeast Missouri State,NA,NA,NA,0,0,0
2012,-25.3740142933347,Southeastern Louisiana,NA,NA,NA,0,0,0
2012,27.215953038754,Southern California,17,270.22,Pac-12,3,42.9,0
2012,-15.3268374206403,Southern Illinois,NA,NA,NA,0,0,0
2012,9.28511161088436,Southern Methodist,22,148.28,AAC,4,11,0
2012,17.6392180556113,Southern Mississippi,23,146.72,C-USA,1,5.9,0
2012,15.1152229389894,Southern Utah,NA,NA,NA,0,0,0
2012,36.0736141779758,Stanford,22,272.45,Pac-12,4,71.9,1
2012,-22.8492840496105,Stephen F. Austin,NA,NA,NA,0,0,0
2012,-16.7377568655944,Stony Brook,NA,NA,NA,0,0,0
2012,5.73030182379016,Syracuse,24,165.66,ACC,2,16.8,0
2012,15.1007233799891,Temple,31,137.72,AAC,3,14.2,0
2012,11.1267955225791,Tennessee,23,239.1,SEC,1,3.3,0
2012,-26.8905391824579,Tennessee State,NA,NA,NA,0,0,0
2012,-8.19358955603319,Tennessee Tech,NA,NA,NA,0,0,0
2012,-18.6359519561626,Tennessee-Martin,NA,NA,NA,0,0,0
2012,22.2621859166349,Texas,28,295.82,Big-12,3,5.3,0
2012,26.4206379497257,Texas A&M,19,245.27,SEC,4,25.2,1
2012,21.7961582877731,Texas Christian,24,214.72,Big-12,2,3.1,0
2012,-30.0078180189738,Texas State,13,95.41,SBC,0,0,0
2012,7.20390732593642,Texas Tech,25,217.78,Big-12,0,0,0
2012,-0.391358425514409,Texas-El Paso,22,83.29,C-USA,0,0,0
2012,15.4227691470895,Toledo,27,133.84,MAC,0,0,0
2012,-23.6933702386719,Towson,NA,NA,NA,0,0,0
2012,-8.84601016512731,Troy,32,113.37,SBC,1,2.1,0
2012,-15.9850138171718,Tulane,16,123.24,AAC,0,0,0
2012,16.1534927470005,Tulsa,20,117.25,AAC,0,0,0
2012,9.45578906905817,UCLA,26,243.5,Pac-12,0,0,0
2012,16.3648506348713,Utah,27,202.19,Pac-12,1,5.6,0
2012,7.40635928867775,Utah State,15,95.68,M-West,3,15.5,0
2012,17.403145118986,Vanderbilt,22,188.56,SEC,2,8.7,0
2012,-16.1003930325661,Villanova,NA,NA,NA,0,0,0
2012,4.30635254774247,Virginia,31,219,ACC,1,0.1,0
2012,-42.8366427863445,Virginia Military Institute,NA,NA,NA,0,0,0
2012,17.0842579333041,Virginia Tech,31,226.62,ACC,3,20.8,0
2012,6.90274066001507,Wake Forest,20,153.48,ACC,4,15.6,0
2012,13.8833230541531,Washington,25,220.93,Pac-12,2,7.4,0
2012,7.75322149626656,Washington State,24,169.03,Pac-12,0,0,0
2012,-12.4065920376028,Weber State,NA,NA,NA,0,0,0
2012,18.5128063224633,West Virginia,32,202.66,Big-12,3,22.2,0
2012,-25.3878031118076,Western Carolina,NA,NA,NA,0,0,0
2012,-43.8467116657989,Western Illinois,NA,NA,NA,0,0,0
2012,1.03417238009465,Western Kentucky,13,104.96,C-USA,0,0,0
2012,9.5668072262771,Western Michigan,28,112.79,MAC,2,0.2,0
2012,-28.8947638648121,William & Mary,NA,NA,NA,0,0,0
2012,34.6277303979774,Wisconsin,14,157.55,Big-Ten,6,36.8,1
2012,10.1677123832018,Wofford,NA,NA,NA,0,0,0
2012,0.182689461226141,Wyoming,23,88.81,M-West,0,0,0
2013,-0.761781991386542,Air Force,43,112.68,M-West,0,0,0
2013,-10.4797756865727,Akron,17,98.15,MAC,0,0,0
2013,42.0338010023442,Alabama,26,319.48,SEC,9,84.2,0
2013,-34.6587201592411,Alabama A&M,NA,NA,NA,0,0,0
2013,-7.53659355138279,Alabama-Birmingham,29,125.45,C-USA,0,0,0
2013,-37.5057655167852,Alcorn State,NA,NA,NA,0,0,0
2013,-16.2206416762307,Appalachian State,16,75.26,SBC,2,2.7,0
2013,17.5982241186023,Arizona,35,186.75,Pac-12,0,0,0
2013,25.0036043822099,Arizona State,28,191.15,Pac-12,0,0,0
2013,10.0373050364041,Arkansas,36,215.94,SEC,4,11.3,1
2013,14.5926559173366,Arkansas State,21,113.66,SBC,1,0.1,0
2013,-6.15765034948864,Army,13,70.68,IND,0,0,0
2013,5.4397012748772,Auburn,26,267.37,SEC,1,6.1,0
2013,-23.9776720756504,Austin Peay,NA,NA,NA,0,0,0
2013,6.78672102706275,Ball State,21,102.32,MAC,0,0,0
2013,27.0504732584014,Baylor,26,206.9,Big-12,1,7.2,0
2013,-11.2838304876311,Bethune-Cookman,NA,NA,NA,0,0,0
2013,17.9916633477949,Boise State,27,172.95,M-West,1,9.2,0
2013,-0.223527568240883,Boston College,17,126.12,ACC,0,0,0
2013,4.2164718161418,Bowling Green State,23,137.62,MAC,1,0.9,0
2013,23.6176451247498,Brigham Young,31,153.42,IND,1,24.3,0
2013,-6.10377644378774,Buffalo,18,66.73,MAC,1,2.8,0
2013,4.7698222022585,Cal Poly,NA,NA,NA,0,0,0
2013,8.24927795309984,California,25,190.82,Pac-12,4,14.8,0
2013,-10.7276399200416,California-Davis,NA,NA,NA,0,0,0
2013,1.49073435378247,Central Arkansas,NA,NA,NA,0,0,0
2013,17.2246505128716,Central Florida,19,136.69,AAC,2,1.6,0
2013,-4.38474651272616,Central Michigan,20,106.44,MAC,1,34.6,0
2013,-46.674536493781,Charleston Southern,NA,NA,NA,0,0,0
2013,-13.4752310962554,Chattanooga,NA,NA,NA,0,0,0
2013,18.503176833249,Cincinnati,20,159.05,AAC,1,8.2,0
2013,-25.0173027551336,Citadel,NA,NA,NA,0,0,0
2013,24.6775920489544,Clemson,23,249.51,ACC,4,21.7,0
2013,1.54037131012804,Coastal Carolina,NA,NA,NA,0,0,0
2013,-12.9900893057631,Colorado,20,148.16,Pac-12,2,6.5,0
