Year,Team_Strengh_Last_Year,Team,Recruits,Class_Points,Conference,Picks,Points,QB_Drafted
2006,0.745915330139834,Houston,24,95.88,AAC,0,0,0
2006,-17.2338378966145,Idaho,19,88.62,SBC,0,0,0
2006,-12.353155584332,Idaho State,NA,NA,NA,0,0,0
2006,-6.7609530277206,Illinois,22,182.51,Big-Ten,0,0,0
2006,12.6637847788335,Illinois State,NA,NA,NA,1,2.3,0
2006,3.82583413665548,Indiana,21,114.6,Big-Ten,2,9.1,0
2006,-26.2367454792308,Indiana State,NA,NA,NA,0,0,0
2006,23.7892375815868,Iowa,20,165,Big-Ten,2,24.4,0
2006,20.0172138210102,Iowa State,30,144.64,Big-12,1,2.7,0
2006,-1.00987189677898,Jacksonville State,NA,NA,NA,0,0,0
2006,10.2607365065527,Kansas,23,154.41,Big-12,0,0,0
2006,6.14059506815249,Kansas State,29,161.25,Big-12,1,1.3,0
2006,-15.5769483171545,Kent State,17,54.29,MAC,0,0,0
2006,-3.99972654215671,Kentucky,35,137.98,SEC,0,0,0
2006,-48.6984861108675,Liberty,NA,NA,NA,0,0,0
2006,23.4190154276366,Louisiana State,22,253.55,SEC,7,38.1,0
2006,0.143229728731981,Louisiana Tech,27,102.87,C-USA,0,0,0
2006,-8.97315206940882,Louisiana-Lafayette,17,76.72,SBC,0,0,0
2006,-16.6412846600937,Louisiana-Monroe,21,67.57,SBC,0,0,0
2006,25.832370630327,Louisville,24,193.97,ACC,4,15.4,0
2006,0.874451665336075,Maine,NA,NA,NA,1,0.1,0
2006,-6.00111668691072,Marshall,29,100.9,C-USA,0,0,0
2006,10.117261839639,Maryland,22,190.14,Big-Ten,3,35.4,0
2006,-4.34310589987103,Massachusetts,2,0,MAC,0,0,0
2006,-17.7503226137994,McNeese State,NA,NA,NA,0,0,0
2006,1.88944129971001,Memphis,14,86.9,AAC,2,17.8,0
2006,22.035575828724,Miami (FL),17,226.35,ACC,9,68.7,0
2006,8.18105584708536,Miami (OH),17,90.45,MAC,1,3.3,0
2006,26.0241212781925,Michigan,18,249.44,Big-Ten,3,9.6,0
2006,18.6924921444309,Michigan State,19,155.65,Big-Ten,3,9.9,0
2006,-6.68141133091537,Middle Tennessee State,13,62.49,C-USA,0,0,0
2006,21.8249330994377,Minnesota,22,129.38,Big-Ten,4,18.8,0
2006,-3.94021924226292,Mississippi,29,224.92,SEC,0,0,0
2006,-4.80198231479985,Mississippi State,24,155.59,SEC,2,8.1,0
2006,8.81171779416749,Missouri,25,153.1,Big-12,2,5.2,1
2006,-18.6655573948571,Missouri State,NA,NA,NA,0,0,0
2006,-4.83145347882544,Montana,NA,NA,NA,0,0,0
2006,-1.56873836569661,Montana State,NA,NA,NA,0,0,0
2006,-33.1554113569755,Murray State,NA,NA,NA,0,0,0
2006,6.37193841921392,Navy,11,49.31,IND,0,0,0
2006,15.2278807075119,Nebraska,22,203.85,Big-Ten,4,12.9,0
2006,-1.73557215058841,Nevada,25,81.37,M-West,1,2.1,0
2006,-13.6246156090796,Nevada-Las Vegas,24,89.24,M-West,0,0,0
2006,2.62411967523078,New Mexico,23,119.87,M-West,2,10,0
2006,-21.0672720782464,New Mexico State,14,62.97,SBC,0,0,0
2006,3.47240509447941,Nicholls State,NA,NA,NA,0,0,0
2006,5.63598390399545,North Carolina,27,194.02,ACC,1,0.1,0
2006,10.0996461661884,North Carolina State,19,147.06,ACC,6,69.6,0
2006,-21.9134425713572,North Texas,18,63.55,C-USA,0,0,0
2006,-3.88901689548869,Northern Arizona,NA,NA,NA,0,0,0
2006,10.307631453015,Northern Illinois,17,96.73,MAC,0,0,0
2006,3.43580853941073,Northern Iowa,NA,NA,NA,0,0,0
2006,15.1903089454766,Northwestern,15,102.71,Big-Ten,3,4.7,0
2006,-17.6606474069276,Northwestern State,NA,NA,NA,1,6.2,0
2006,27.9283221967578,Notre Dame,26,276.23,IND,3,15.9,0
2006,-9.86416371259484,Ohio,19,79.2,MAC,0,0,0
2006,34.723458391081,Ohio State,20,196.41,Big-Ten,9,111.5,0
2006,19.7433115983294,Oklahoma,28,259.58,Big-12,6,45.5,0
2006,-0.215309323520191,Oklahoma State,28,207.42,Big-12,1,0.9,0
2006,24.5219755633504,Oregon,21,147.52,Pac-12,4,33.3,1
2006,6.83056249286911,Oregon State,31,168.99,Pac-12,2,3.5,0
2006,31.120242932028,Penn State,22,262.56,Big-Ten,6,31.4,0
2006,8.85873810595118,Pittsburgh,26,228.32,ACC,2,9.7,0
2006,-4.51739059035159,Portland State,NA,NA,NA,0,0,0
2006,16.7426890131686,Purdue,26,143.2,Big-Ten,4,18.4,0
2006,-11.9882778068182,Rice,16,88.86,C-USA,0,0,0
2006,-16.5813878844122,Richmond,NA,NA,NA,0,0,0
2006,7.34517906973921,Rutgers,26,150.66,Big-Ten,0,0,0
2006,-15.0732957602139,Sacramento State,NA,NA,NA,0,0,0
2006,-22.9221295956333,Sam Houston State,NA,NA,NA,0,0,0
2006,-23.7636438824553,Samford,NA,NA,NA,1,0.4,0
2006,5.73609005117401,San Diego State,18,113.49,M-West,2,6.9,0
2006,-14.3221957645673,San Jose State,22,93.85,M-West,0,0,0
2006,9.04650305571479,South Carolina,25,167.64,SEC,2,19.4,0
2006,14.6997733099859,South Florida,29,145.78,AAC,0,0,0
2006,-32.9303773593301,Southeast Missouri State,NA,NA,NA,0,0,0
2006,-13.8809633151686,Southeastern Louisiana,NA,NA,NA,0,0,0
2006,42.6739708303702,Southern California,28,315.36,Pac-12,11,102.8,1
2006,-4.78751841665048,Southern Illinois,NA,NA,NA,0,0,0
2006,-2.73493275200477,Southern Methodist,15,61.54,AAC,0,0,0
2006,6.60310642837619,Southern Mississippi,26,119.32,C-USA,0,0,0
2006,12.0482192398584,Stanford,16,137.7,Pac-12,4,10.9,0
2006,-2.48148915285989,Syracuse,21,139.54,ACC,4,10.5,0
2006,-24.1528323169485,Temple,25,76.42,AAC,0,0,0
2006,10.4897874157134,Tennessee,18,191.86,SEC,5,24,0
2006,-25.0457975891612,Tennessee Tech,NA,NA,NA,0,0,0
2006,-57.9790833792271,Tennessee-Martin,NA,NA,NA,0,0,0
2006,46.7160993391656,Texas,22,275.82,Big-12,6,69.1,1
2006,14.9117217916535,Texas A&M,24,214.9,Big-12,2,2.5,1
2006,19.3654846792053,Texas Christian,18,126.11,Big-12,3,8.4,0
2006,-40.970394633181,Texas Southern,NA,NA,NA,0,0,0
2006,5.5582927494776,Texas State,NA,NA,NA,1,0.5,0
2006,26.1166835629456,Texas Tech,33,189.11,Big-12,1,0.1,0
2006,0.383034408995005,Texas-El Paso,27,117.02,C-USA,1,11.4,0
2006,7.93622676683275,Toledo,23,103.96,MAC,1,1.1,1
2006,-17.1056802771351,Troy,23,92.71,SBC,0,0,0
2006,-10.5275342729926,Tulane,22,96.21,AAC,1,0.1,0
2006,11.346680920782,Tulsa,20,87.36,AAC,1,4.9,0
2006,17.2305471200793,UCLA,15,141.64,Pac-12,3,22,0
2006,9.02568144470121,Utah,23,140.16,Pac-12,2,0.2,0
2006,-14.887933239604,Utah State,22,42.79,M-West,0,0,0
2006,3.77204115776369,Vanderbilt,25,137.45,SEC,1,19.3,1
2006,-21.0082499724365,Villanova,NA,NA,NA,0,0,0
2006,10.6672024766453,Virginia,23,101.54,ACC,5,35,0
2006,-35.9342545128491,Virginia Military Institute,NA,NA,NA,0,0,0
2006,30.2844982968585,Virginia Tech,19,175.15,ACC,9,30.5,0
2006,5.2328897951278,Wake Forest,14,111.19,ACC,1,0.1,0
2006,4.90064622939529,Washington,20,178.44,Pac-12,1,4.4,0
2006,10.7906340961797,Washington State,19,157.18,Pac-12,1,2.9,0
2006,-18.1257703000499,Weber State,NA,NA,NA,2,8.1,0
2006,23.3525588599506,West Virginia,15,139.3,Big-12,1,1.6,0
2006,-3.46142282279562,Western Carolina,NA,NA,NA,0,0,0
2006,-36.4172022753453,Western Illinois,NA,NA,NA,0,0,0
2006,-5.01317873942698,Western Kentucky,NA,NA,NA,0,0,0
2006,-2.43408937447443,Western Michigan,18,89.78,MAC,2,17.8,0
2006,-14.3545457290834,William & Mary,NA,NA,NA,0,0,0
2006,20.8887079213371,Wisconsin,18,162.59,Big-Ten,5,23.5,0
2006,-1.00087018222564,Wofford,NA,NA,NA,0,0,0
2006,1.359814689717,Wyoming,21,86.47,M-West,1,0.6,0
2007,6.95784859358297,Air Force,9,42.11,M-West,0,0,0
2007,-3.06660115414361,Akron,24,124.7,MAC,1,6.1,0
2007,14.6126548975521,Alabama,31,228.99,SEC,3,3.5,0
2007,-39.1034780442678,Alabama State,NA,NA,NA,1,1.8,0
2007,-2.73357857779593,Alabama-Birmingham,23,81.19,C-USA,0,0,0
2007,-17.3598118839842,Alcorn State,NA,NA,NA,0,0,0
2007,-6.03098233985768,Appalachian State,NA,NA,NA,0,0,0
2007,12.721049885949,Arizona,13,150.21,Pac-12,4,11.5,0
2007,15.5273518956428,Arizona State,24,185.3,Pac-12,2,11.5,0
2007,21.0357666109141,Arkansas,26,176.53,SEC,4,43.3,0
2007,-11.7762704100186,Arkansas State,28,90.11,SBC,1,1.7,0
2007,-9.09334929795455,Army,10,23.83,IND,0,0,0
2007,20.4405604584619,Auburn,35,239.66,SEC,5,27.3,0
2007,3.63622606458409,Ball State,24,97.16,MAC,0,0,0
2007,0.957829816824368,Baylor,13,117.25,Big-12,2,4.7,0
2007,23.8337927904566,Boise State,28,143.6,M-West,4,11.6,0
2007,19.1330988006539,Boston College,18,163.88,ACC,2,11.4,0
2007,-9.8204313286125,Bowling Green State,20,76.05,MAC,0,0,0
2007,28.1426747517518,Brigham Young,25,166.36,IND,1,11.1,1
2007,-14.0658655596929,Buffalo,20,66.63,MAC,0,0,0
2007,-1.32202995302198,Cal Poly,NA,NA,NA,0,0,0
2007,27.2815410618407,California,24,211.83,Pac-12,4,31.8,0
2007,-9.42574311333544,California-Davis,NA,NA,NA,0,0,0
2007,-6.50487720515815,Central Florida,29,144.98,AAC,1,6.8,0
2007,7.8397199713341,Central Michigan,15,81.31,MAC,3,22.6,0
2007,-22.1349729613261,Chattanooga,NA,NA,NA,0,0,0
2007,12.3638442888942,Cincinnati,22,103.37,AAC,2,6.9,0
2007,-20.3503025787191,Citadel,NA,NA,NA,0,0,0
2007,21.7980422658623,Clemson,24,217.31,ACC,5,36.9,0
2007,6.70695938365591,Colorado,27,201,Pac-12,2,1.2,0
2007,0.51539387250858,Colorado State,24,114.2,M-West,1,1.9,0
2007,2.82118526400015,Connecticut,29,142.1,AAC,1,1,0
2007,-7.33563938405184,Duke,21,126.25,ACC,0,0,0
2007,5.66918443040219,East Carolina,26,117.54,AAC,1,2.9,0
2007,-14.3723853049269,Eastern Illinois,NA,NA,NA,0,0,0
2007,-15.6987144604504,Eastern Kentucky,NA,NA,NA,0,0,0
2007,-11.2908282219286,Eastern Michigan,23,77.3,MAC,0,0,0
2007,-19.5646709555859,Eastern Washington,NA,NA,NA,0,0,0
2007,28.3288233915476,Florida,29,310.24,SEC,9,45.8,0
2007,-28.0139945101856,Florida A&M,NA,NA,NA,0,0,0
2007,-11.6419939908736,Florida Atlantic,1,0,C-USA,0,0,0
2007,-17.816683784194,Florida International,18,90.5,C-USA,2,3.5,0
2007,14.945240050339,Florida State,17,205.41,ACC,5,42.1,0
2007,0.222847113000778,Fresno State,25,122.26,M-West,4,19.1,0
2007,-1.35184391526669,Furman,NA,NA,NA,0,0,0
2007,17.9062425273112,Georgia,24,242.13,SEC,4,19.2,0
2007,15.3980139600121,Georgia Tech,22,220.79,ACC,2,34.1,0
2007,-5.38577436370925,Grambling State,NA,NA,NA,0,0,0
2007,23.1765330024934,Hawaii,19,135.48,M-West,5,19.7,0
2007,-20.7235969028892,Hofstra,NA,NA,NA,0,0,0
2007,11.6767843856328,Houston,26,138.01,AAC,1,11.8,1
2007,-22.5847445442517,Howard,NA,NA,NA,0,0,0
2007,-15.0920346279741,Idaho,21,92.78,SBC,0,0,0
2007,-30.8660350796285,Idaho State,NA,NA,NA,0,0,0
2007,2.20381388633995,Illinois,22,207.72,Big-Ten,1,0.1,0
2007,11.8394770527198,Illinois State,NA,NA,NA,1,7.1,0
2007,2.03888163504318,Indiana,17,113.86,Big-Ten,0,0,0
2007,-20.6065828646442,Indiana State,NA,NA,NA,0,0,0
2007,12.6219625902181,Iowa,27,187.55,Big-Ten,3,10,0
2007,-1.32191106944392,Iowa State,25,147.04,Big-12,1,0.1,0
2007,-26.3450778600179,Jacksonville State,NA,NA,NA,0,0,0
2007,8.87705242248284,Kansas,22,143.71,Big-12,0,0,0
2007,9.90203580206054,Kansas State,33,175.83,Big-12,3,8.8,0
2007,-4.78110366214224,Kent State,26,95.54,MAC,1,7.9,0
2007,10.8808310002334,Kentucky,29,20.72,SEC,0,0,0
2007,-0.955085824318576,Liberty,NA,NA,NA,0,0,0
2007,30.5574413176938,Louisiana State,27,278.37,SEC,5,85.8,1
2007,-19.2441480340454,Louisiana Tech,22,114.97,C-USA,1,0.1,0
2007,-9.61536989064107,Louisiana-Lafayette,18,84.03,SBC,0,0,0
2007,-2.29725313464238,Louisiana-Monroe,26,75.61,SBC,1,2,0
2007,30.5555645020319,Louisville,16,171.32,ACC,4,29.9,0
2007,0.0705400513120562,Maine,NA,NA,NA,1,0.8,0
2007,-0.66103815354767,Marshall,25,128.31,C-USA,1,0.1,0
2007,8.40106933665145,Maryland,25,181.55,Big-Ten,2,14.3,0
2007,13.5247448040006,Massachusetts,NA,NA,NA,0,0,0
2007,-26.1724256157896,McNeese State,NA,NA,NA,0,0,0
2007,-6.0724142119836,Memphis,23,116.57,AAC,1,3.1,0
2007,10.0485642391566,Miami (FL),18,230.93,ACC,5,49.1,0
2007,-5.41771909137256,Miami (OH),23,115.24,MAC,1,4.2,0
2007,26.9036406705887,Michigan,20,243.77,Big-Ten,7,52.8,0
2007,5.6704776656901,Michigan State,30,151.57,Big-Ten,3,13.2,1
2007,-1.61140175181265,Middle Tennessee State,24,96.55,C-USA,0,0,0
2007,15.1523388362481,Minnesota,21,148.55,Big-Ten,1,6.9,0
2007,3.3592212884521,Mississippi,22,215.61,SEC,2,19.5,0
2007,2.71748088932338,Mississippi State,35,189.31,SEC,1,2.6,0
2007,18.7019391049963,Missouri,28,188.94,Big-12,1,4.5,0
2007,-21.8749415649639,Missouri State,NA,NA,NA,0,0,0
2007,-18.4405961591237,Montana,NA,NA,NA,0,0,0
2007,18.6444006343146,Montana State,NA,NA,NA,0,0,0
2007,-18.3606196443465,Murray State,NA,NA,NA,0,0,0
2007,11.5873035533432,Navy,2,0,IND,0,0,0
2007,21.3846144091681,Nebraska,35,215.1,Big-Ten,4,37.7,0
2007,12.3825659207544,Nevada,18,94.64,M-West,1,2.7,1
2007,-5.51491803259954,Nevada-Las Vegas,20,109.11,M-West,1,9.3,0
2007,22.2348730950675,New Hampshire,NA,NA,NA,1,2,0
2007,3.38640240608714,New Mexico,26,96.2,M-West,1,7.7,0
2007,-4.73962950573014,New Mexico State,23,80.28,SBC,0,0,0
2007,-25.4923255617802,Nicholls State,NA,NA,NA,1,1.6,0
2007,-1.28928516592504,North Carolina,23,234.43,ACC,0,0,0
2007,-47.6779286399828,North Carolina A&T,NA,NA,NA,0,0,0
2007,4.03157640948397,North Carolina State,23,156.36,ACC,3,15.9,0
2007,14.3317237010743,North Dakota State,NA,NA,NA,0,0,0
2007,-15.8606565430748,North Texas,17,96.12,C-USA,0,0,0
2007,-13.0906491993761,Northeastern,NA,NA,NA,0,0,0
2007,-11.9703821341046,Northern Arizona,NA,NA,NA,0,0,0
2007,5.00025206771768,Northern Illinois,19,87.64,MAC,2,9.7,0
2007,0.615530181214428,Northern Iowa,NA,NA,NA,0,0,0
2007,2.29743184440907,Northwestern,19,149.33,Big-Ten,0,0,0
2007,-21.9978575734216,Northwestern State,NA,NA,NA,0,0,0
2007,18.8956150960183,Notre Dame,35,264.97,IND,7,34.3,1
2007,2.65636098714317,Ohio,21,73.7,MAC,0,0,0
2007,32.6549480940765,Ohio State,20,129.02,Big-Ten,8,51,1
2007,24.9096053085449,Oklahoma,21,215.61,Big-12,3,24,0
2007,17.1876171843792,Oklahoma State,23,207.85,Big-12,2,4.1,0
2007,18.3065219472776,Oregon,30,226.16,Pac-12,3,4.4,0
2007,17.6886990619072,Oregon State,32,173.22,Pac-12,2,9.3,0
2007,16.2158666142894,Penn State,15,184.33,Big-Ten,5,51,0
2007,16.0292409608101,Pittsburgh,24,217.68,ACC,3,22.7,0
2007,-0.0710702776062107,Portland State,NA,NA,NA,0,0,0
2007,6.91169970167697,Purdue,18,142.59,Big-Ten,3,16.8,0
2007,-39.241373485342,Rhode Island,NA,NA,NA,0,0,0
2007,-1.74057437688618,Rice,23,101.71,C-USA,0,0,0
2007,8.60180186660647,Richmond,NA,NA,NA,0,0,0
2007,23.4778142050897,Rutgers,21,195.05,Big-Ten,3,11.9,0
2007,-18.2287659588857,Sacramento State,NA,NA,NA,0,0,0
2007,-26.7092581758418,Sam Houston State,NA,NA,NA,0,0,0
2007,-13.6645447893295,Samford,NA,NA,NA,0,0,0
2007,-4.88564850999834,San Diego State,21,119.63,M-West,0,0,0
2007,4.36670610263762,San Jose State,17,103.57,M-West,2,7,0
2007,20.2566019054217,South Carolina,31,259.98,SEC,2,14.5,0
2007,11.9269199595974,South Florida,24,150.02,AAC,1,4.7,0
2007,-32.0267921384277,Southeast Missouri State,NA,NA,NA,0,0,0
2007,-30.8982722558372,Southeastern Louisiana,NA,NA,NA,0,0,0
2007,31.8880003322548,Southern California,20,301.22,Pac-12,5,32.1,0
2007,11.9763228857015,Southern Illinois,NA,NA,NA,0,0,0
2007,0.231736835720303,Southern Methodist,23,113.89,AAC,1,1.5,0
2007,9.75353110678057,Southern Mississippi,29,139.96,C-USA,0,0,0
2007,-33.7045527402153,Southern Utah,NA,NA,NA,0,0,0
2007,-3.62505258701127,Stanford,19,163.45,Pac-12,3,14.5,1
2007,-13.6013941663245,Stephen F. Austin,NA,NA,NA,0,0,0
2007,5.66970989717476,Syracuse,25,155.89,ACC,2,5.2,0
2007,-21.7635135387622,Temple,28,124.87,AAC,0,0,0
2007,23.1275495631412,Tennessee,33,282.81,SEC,6,58.4,0
2007,-17.7671387327045,Tennessee State,NA,NA,NA,0,0,0
2007,-42.6739605011544,Tennessee Tech,NA,NA,NA,0,0,0
2007,-20.4061977621973,Tennessee-Martin,NA,NA,NA,0,0,0
2007,24.4748643112793,Texas,24,282.61,Big-12,7,60.9,0
2007,14.3952713804341,Texas A&M,14,169.25,Big-12,0,0,0
2007,20.636815636006,Texas Christian,23,144.89,Big-12,2,5.4,0
2007,-35.8021882550717,Texas Southern,NA,NA,NA,0,0,0
2007,-20.1817277491086,Texas State,NA,NA,NA,0,0,0
2007,15.4789578794628,Texas Tech,26,162.2,Big-12,3,5.7,0
2007,-2.97090078913293,Texas-El Paso,NA,NA,NA,2,6,1
2007,-5.1466536924939,Toledo,19,113.34,MAC,0,0,0
2007,-4.04091929492522,Troy,28,130.27,SBC,1,3.6,0
2007,-8.7930869206389,Tulane,24,84.03,AAC,0,0,0
2007,10.2012792800829,Tulsa,29,107.99,AAC,0,0,0
2007,17.4978321406559,UCLA,6,105.82,Pac-12,1,2.3,0
2007,13.6570013348321,Utah,24,143.23,Pac-12,2,16.4,0
2007,-19.3619749408111,Utah State,23,79.11,M-West,0,0,0
2007,8.29542001663716,Vanderbilt,14,119.06,SEC,0,0,0
2007,-22.5674359545001,Villanova,NA,NA,NA,0,0,0
2007,5.43501519932573,Virginia,26,190.62,ACC,2,0.2,0
2007,-61.1559080472965,Virginia Military Institute,NA,NA,NA,0,0,0
2007,21.9719095499654,Virginia Tech,26,204.65,ACC,3,10.6,0
2007,16.1074729250238,Wake Forest,21,125.05,ACC,2,2.8,0
2007,10.9729975107476,Washington,26,182,Pac-12,2,8.9,1
2007,13.8908678662718,Washington State,22,158.19,Pac-12,2,9.1,0
2007,-20.5471648768334,Weber State,NA,NA,NA,0,0,0
2007,25.307076525606,West Virginia,29,204.84,Big-12,0,0,0
2007,-30.7337353577944,Western Carolina,NA,NA,NA,0,0,0
2007,1.41532245816715,Western Illinois,NA,NA,NA,0,0,0
2007,-15.1563162220294,Western Kentucky,1,0,C-USA,0,0,0
2007,4.31096525520439,Western Michigan,23,90.38,MAC,0,0,0
2007,-1.66148941269051,William & Mary,NA,NA,NA,0,0,0
2007,22.4778812075089,Wisconsin,20,187.21,Big-Ten,1,27.6,0
2007,16.1940431560799,Wofford,NA,NA,NA,0,0,0
2007,6.0393427498596,Wyoming,21,115.27,M-West,1,1.4,0
2008,13.866002032582,Air Force,4,23.97,M-West,0,0,0
2008,-5.93023395397481,Akron,21,103.68,MAC,1,4.4,0
2008,16.7967609661523,Alabama,32,289.05,SEC,0,0,0
2008,-12.202972018152,Alabama-Birmingham,26,103.96,C-USA,0,0,0
2008,-30.4874866231587,Alcorn State,NA,NA,NA,0,0,0
2008,25.3003998994228,Appalachian State,1,0,SBC,2,10.3,0
2008,17.0898743665129,Arizona,22,198.32,Pac-12,4,15.6,0
2008,23.1805973806907,Arizona State,28,218.44,Pac-12,5,19.2,0
2008,21.5733457079187,Arkansas,29,201.01,SEC,6,47.3,0
2008,-2.72626037844224,Arkansas State,24,82.13,SBC,1,10.6,0
2008,-12.6317090236817,Arkansas-Pine Bluff,NA,NA,NA,0,0,0
2008,-7.79674679898431,Army,25,66.25,IND,1,0.3,0
2008,21.248129059036,Auburn,35,207.35,SEC,5,28.6,0
2008,6.33617839413847,Ball State,21,84.93,MAC,0,0,0
2008,-4.99253208688302,Baylor,21,150.37,Big-12,0,0,0
2008,18.1030964744991,Boise State,18,119.06,M-West,2,21.8,0
2008,18.6830331278922,Boston College,32,181.2,ACC,3,45.3,1
2008,-1.39422916817483,Bowling Green State,17,74.91,MAC,1,4.8,0
2008,19.1333050850745,Brigham Young,23,172.24,IND,1,4,0
2008,-2.96316400920576,Buffalo,19,72.01,MAC,2,2,0
2008,-18.0321382318001,Cal Poly,NA,NA,NA,0,0,0
2008,17.1357464178022,California,22,197.94,Pac-12,6,26.8,0
2008,-23.464463472503,California-Davis,NA,NA,NA,0,0,0
2008,-24.5854380459855,Central Arkansas,NA,NA,NA,0,0,0
2008,-33.8987572422003,Central Connecticut State,NA,NA,NA,0,0,0
2008,12.9646244908655,Central Florida,21,142.99,AAC,3,11.6,0
2008,2.73390379797967,Central Michigan,23,94.17,MAC,0,0,0
2008,-39.9430992644516,Charleston Southern,NA,NA,NA,0,0,0
2008,-3.95597709455807,Chattanooga,NA,NA,NA,0,0,0
2008,25.3287570812321,Cincinnati,21,92.13,AAC,2,0.8,0
2008,6.32793264867777,Citadel,NA,NA,NA,0,0,0
2008,24.9216444782303,Clemson,23,261.1,ACC,2,14.4,0
2008,12.7257779990555,Colorado,22,225.54,Pac-12,2,18.7,0
2008,3.10201731520362,Colorado State,24,109.46,M-West,0,0,0
2008,16.1324606558204,Connecticut,21,118.35,AAC,2,6.3,0
2008,16.9850018899831,Delaware,NA,NA,NA,1,16.2,1
2008,-36.2307858633568,Delaware State,NA,NA,NA,0,0,0
2008,-2.86435546531879,Duke,16,133.91,ACC,0,0,0
2008,6.12432195223887,East Carolina,20,108.73,AAC,1,14.4,0
2008,-29.7622084448244,Eastern Illinois,NA,NA,NA,0,0,0
2008,-18.6765649213444,Eastern Kentucky,NA,NA,NA,0,0,0
2008,-6.13548635163864,Eastern Michigan,23,79.64,MAC,1,9.2,0
2008,-12.1512095199316,Eastern Washington,NA,NA,NA,0,0,0
2008,15.8345876065713,Elon,NA,NA,NA,0,0,0
2008,31.8558198969248,Florida,22,280.69,SEC,2,26.9,0
2008,2.80594148629875,Florida Atlantic,NA,NA,NA,0,0,0
2008,-15.9057463779164,Florida International,24,112.65,C-USA,0,0,0
2008,13.824122298676,Florida State,29,254.37,ACC,3,10.5,0
2008,7.42722965630555,Fresno State,24,140.29,M-West,1,2.9,0
2008,0.637129873224928,Furman,NA,NA,NA,1,2.9,0
2008,-11.1310462972538,Gardner-Webb,NA,NA,NA,1,0.6,0
2008,25.3823234998709,Georgia,25,279.12,SEC,4,4.3,0
2008,-1.18249728980249,Georgia Southern,NA,NA,NA,0,0,0
2008,12.3174709576653,Georgia Tech,21,162,ACC,3,11.7,0
2008,-10.5989552103551,Grambling State,NA,NA,NA,0,0,0
2008,12.3414153405552,Hawaii,23,121.43,M-West,1,1.3,1
2008,4.16235745590066,Houston,20,120.47,AAC,1,12.3,0
2008,-25.4200009566448,Howard,NA,NA,NA,0,0,0
2008,-14.7476236267947,Idaho,22,84.6,SBC,1,0.1,0
2008,-27.5804415032549,Idaho State,NA,NA,NA,0,0,0
2008,19.2105510729414,Illinois,27,211.64,Big-Ten,1,14.6,0
2008,15.364134116449,Illinois State,NA,NA,NA,0,0,0
2008,7.96108565090874,Indiana,20,134.98,Big-Ten,2,22.1,0
2008,-46.2621071230627,Indiana State,NA,NA,NA,0,0,0
2008,6.27342772404766,Iowa,33,160.55,Big-Ten,3,13.4,0
2008,1.8447749239187,Iowa State,24,147.72,Big-12,2,4,0
2008,-23.4034688502334,Jacksonville State,NA,NA,NA,0,0,0
2008,-12.2185382625571,James Madison,NA,NA,NA,0,0,0
2008,32.207576631393,Kansas,18,174.67,Big-12,4,25.5,0
2008,14.0880046107757,Kansas State,33,193.72,Big-12,2,11.9,0
2008,-8.94627125834917,Kent State,24,105.4,MAC,1,4.2,0
2008,18.7011992643568,Kentucky,19,148.93,SEC,4,8.5,1
2008,-1.8874317980136,Liberty,NA,NA,NA,0,0,0
2008,31.9524087026183,Louisiana State,25,255.34,SEC,7,51,1
2008,-7.30092344097927,Louisiana Tech,21,113.68,C-USA,0,0,0
2008,-8.43381294896242,Louisiana-Lafayette,23,81.53,SBC,0,0,0
2008,-1.0490888223685,Louisiana-Monroe,21,113.43,SBC,0,0,0
2008,13.6360341237648,Louisville,25,165.71,ACC,5,21.3,1
2008,-18.1520539491862,Maine,NA,NA,NA,0,0,0
2008,-2.09684766523453,Marshall,21,137.56,C-USA,0,0,0
2008,15.6980158655748,Maryland,15,168.8,Big-Ten,1,4.4,0
2008,12.3985185228861,Massachusetts,1,0,MAC,0,0,0
2008,16.2816724460311,McNeese State,NA,NA,NA,1,6.7,0
2008,-6.11895424522665,Memphis,21,143.07,AAC,0,0,0
2008,4.21645972863945,Miami (FL),32,291.27,ACC,3,29.9,0
2008,-3.88842069965168,Miami (OH),18,101.49,MAC,0,0,0
2008,19.5849145044309,Michigan,24,256.91,Big-Ten,6,56.9,1
2008,16.1961231961424,Michigan State,37,171.28,Big-Ten,3,15.1,0
2008,-0.0624090305801253,Middle Tennessee State,26,142.87,C-USA,1,2,0
2008,0.013337135310927,Minnesota,29,203.93,Big-Ten,1,1.8,0
2008,5.09586961621437,Mississippi,31,198.37,SEC,0,0,0
2008,10.9200416737522,Mississippi State,24,161.26,SEC,0,0,0
2008,32.6486487214549,Missouri,25,197.85,Big-12,2,9.6,0
2008,-33.1965099942302,Missouri State,NA,NA,NA,0,0,0
2008,-10.8635453531498,Montana State,NA,NA,NA,0,0,0
2008,-39.7698145020402,Morehead State,NA,NA,NA,0,0,0
2008,-45.6484804812416,Murray State,NA,NA,NA,0,0,0
2008,6.26951649498948,Navy,18,73.09,IND,0,0,0
2008,11.8937920611796,Nebraska,47,205.91,Big-Ten,3,6.1,0
2008,0.606536363572722,Nevada,25,107.14,M-West,0,0,0
2008,-2.44607001706561,Nevada-Las Vegas,22,101.14,M-West,1,5,0
2008,14.6186377297592,New Hampshire,NA,NA,NA,0,0,0
2008,8.16353316390241,New Mexico,23,106.1,M-West,1,4.9,0
2008,-13.3471944186753,New Mexico State,19,93.71,SBC,0,0,0
