"RK","PLAYER","RESULT","PASS_EPA","RUN_EPA","SACK_EPA","PEN_EPA","TOTAL_EPA","ACT_PLAYS","RAW_QBR","TOTAL_QBR","Week","Team","Opponent","QB","QBshort","Win","Points_For"
79,"Chase Litton, MRSH","W 27-7  vs ODU",4.6,-0.9,-1.1,-0.1,2.5,44,57.7,33.6,5,"MRSH","ODU","Chase Litton","Litton, C","W",27
80,"Garrett Smith, ULM","L 51-31  vs GASO",-0.9,0,-1.4,0.1,-2.2,51,25.4,31.1,5,"ULM","GASO","Garrett Smith","Smith, G","L",31
81,"Riley Neal, BALL","L 24-10  vs TOL",2,-2.9,-1.9,1.1,-1.7,53,27.9,30.8,5,"BALL","TOL","Riley Neal","Neal, R","L",10
82,"Colin Reardon, KENT","W 20-14  vs M-OH",0.6,-1.1,0,0.1,-0.3,30,34.5,29.4,5,"KENT","OH","Colin Reardon","Reardon, C","W",20
83,"A.J. Schurr, ARMY","L 20-14  @ PSU",0.8,-0.7,-3.3,0,-3.2,25,12.7,29,5,"ARMY","PSU","A.J. Schurr","Schurr, A","L",14
84,"Alex McGough, FIU","L 24-14  @ UMASS",1.7,0.8,-2.2,-0.4,-0.1,48,37.5,28.7,5,"FIU","UMASS","Alex McGough","McGough, A","L",14
85,"Thomas Woodson, AKR","L 14-12  vs OHIO",0.6,-2.4,-1.2,0.3,-2.7,56,26.8,27.8,5,"AKR","OHIO","Thomas Woodson","Woodson, T","L",12
86,"Cody Clements, USA","W 24-18  @ TROY",3.2,-1.5,-3.1,0.7,-0.7,34,32.8,27.7,5,"USA","TROY","Cody Clements","Clements, C","W",24
87,"Kevin Ellison, GASO","W 51-31  @ ULM",-0.9,-0.5,0,0.4,-1,31,29,27,5,"GASO","ULM","Kevin Ellison","Ellison, K","W",51
88,"Jeff Smith, BC","L 9-7  @ DUKE",-3.4,1.8,0,-0.1,-1.8,25,22.3,25.8,5,"BC","DUKE","Jeff Smith","Smith, J","L",7
89,"Tyler Stewart, NEV","L 23-17  vs UNLV",-2.7,2.2,-0.7,0.9,-0.3,60,36.7,23.8,5,"NEV","UNLV","Tyler Stewart","Stewart, T","L",17
90,"Bo Schneider, UCF","L 45-31  @ TULN",2.5,0.1,-3.9,-0.1,-1.3,47,28.5,23.8,5,"UCF","TULN","Bo Schneider","Schneider, B","L",31
91,"Matt Davis, SMU","L 49-23  vs ECU",2,0.9,-5.4,0.4,-2.2,54,25.6,22.8,5,"SMU","ECU","Matt Davis","Davis, M","L",23
92,"Drew Hare, NIU","L 29-19  @ CMU",0.8,-3.2,0,-0.6,-3.1,60,24.3,22.4,5,"NIU","CMU","Drew Hare","Hare, D","L",19
93,"Mitch Leidner, MINN","L 27-0  @ NW",-2.9,-1.7,0,-0.1,-4.7,27,5.9,20.8,5,"MINN","NW","Mitch Leidner","Leidner, M","L",0
94,"Tommy Armstrong Jr., NEB","L 14-13  @ ILL",-5.7,1.4,-1.1,-0.2,-5.6,41,11.8,19.8,5,"NEB","ILL","Tommy Armstrong Jr.","Armstrong, T","L",13
95,"Brandon Harris, LSU","W 44-22  vs EMU",-2.2,2.2,-1,1.2,0.2,25,40.7,18.7,5,"LSU","EMU","Brandon Harris","Harris, B","W",44
96,"Jerrod Heard, TEX","L 50-7  @ TCU",-1.2,-0.3,-1.1,0,-2.6,33,9.9,18.1,5,"TEX","TCU","Jerrod Heard","Heard, J","L",7
97,"James Tabary, ARST","W 49-35  vs IDHO",2.3,-2.1,-1,0.4,-0.4,37,34.6,17.8,5,"ARST","IDHO","James Tabary","Tabary, J","W",49
98,"Joel Stave, WIS","L 10-6  vs IOWA",-1.2,-5.2,-2.3,1.2,-7.4,45,9.7,17.7,5,"WIS","IOWA","Joel Stave","Stave, J","L",6
99,"Brandon Silvers, TROY","L 24-18  vs USA",-2.4,-0.4,0,-0.3,-3.1,43,21.9,16.3,5,"TROY","USA","Brandon Silvers","Silvers, B","L",18
100,"Blake Bogenschutz, UTSA","W 25-6  @ UTEP",3.2,-2.4,-3.2,0.1,-2.3,45,24.8,16.1,5,"UTSA","UTEP","Blake Bogenschutz","Bogenschutz, B","W",25
101,"Zack Greenlee, FRES","L 21-7  @ SDSU",-2.3,-1.1,-1.9,0.1,-5.3,34,9.3,15.5,5,"FRES","SDSU","Zack Greenlee","Greenlee, Z","L",7
102,"Lee McNeill, CHAR","L 37-3  vs TEM",-2.7,-1.2,0,-0.2,-4.1,35,11.1,14.6,5,"CHAR","TEM","Lee McNeill","McNeill, L","L",3
103,"Tyler Rogers, NMSU","L 38-29  @ UNM",-1.1,-0.3,-2.6,-0.1,-4.1,38,16,14.2,5,"NMSU","UNM","Tyler Rogers","Rogers, T","L",29
104,"Drew Kummer, M-OH","L 20-14  @ KENT",-4.4,-0.7,-1.5,-0.1,-6.7,62,10.7,14.2,5,"OH","KENT","Drew Kummer","Kummer, D","L",14
105,"Brenden Motley, VT","L 17-13  vs PITT",-1.3,-1.1,-4.9,0.8,-6.5,43,11.1,13.1,5,"VT","PITT","Brenden Motley","Motley, B","L",13
106,"Bryant Shirreffs, CONN","L 30-13  @ BYU",0,-3.3,-2.3,-0.1,-5.7,42,10.8,12.1,5,"CONN","BYU","Bryant Shirreffs","Shirreffs, B","L",13
107,"Andrew McNulty, UNT","L 49-14  @ USM",1.4,-0.3,-2.7,0,-1.6,25,12.8,11.5,5,"UNT","USM","Andrew McNulty","McNulty, A","L",14
108,"Greyson Lambert, UGA","L 38-10  vs ALA",-3.2,-4.1,0,-0.1,-7.3,31,2,10.6,5,"UGA","ALA","Greyson Lambert","Lambert, G","L",10
109,"Cardale Jones, OSU","W 34-27  @ IND",3.1,-5.6,-2.7,0,-5.3,36,11.5,8.5,5,"OSU","IND","Cardale Jones","Jones, C","W",34
110,"Max Wittek, HAW","L 55-0  @ BSU",-4.4,0.4,-0.6,-0.1,-4.6,30,3.8,6.5,5,"HAW","BSU","Max Wittek","Wittek, M","L",0
111,"Ryan Willis, KU","L 38-13  @ ISU",-0.8,-0.2,-0.5,0,-1.5,20,6.8,6.3,5,"KU","ISU","Ryan Willis","Willis, R","L",13
112,"Caleb Rowe, MD","L 28-0  vs MICH",-7.7,-1.3,0,-0.1,-9.1,30,2.3,5.4,5,"MD","MICH","Caleb Rowe","Rowe, C","L",0
113,"Ryan Metz, UTEP","L 25-6  vs UTSA",-8,-0.5,-0.8,0,-9.4,58,6.2,4.1,5,"UTEP","UTSA","Ryan Metz","Metz, R","L",6
114,"Shuler Bentley, ODU","L 27-7  @ MRSH",-4.8,-1.2,-3.3,0.1,-9.2,46,1.6,2.7,5,"ODU","MRSH","Shuler Bentley","Bentley, S","L",7
115,"Karson Roberts, AFA","L 33-11  @ NAVY",-1.5,-2.5,0,0,-4,25,2.4,2.3,5,"AFA","NAVY","Karson Roberts","Roberts, K","L",11
116,"Cameron Coffman, WYO","L 31-13  @ APP",0.6,-5.4,-2.5,-0.4,-7.8,31,1.2,1.8,5,"WYO","APP","Cameron Coffman","Coffman, C","L",13
1,"Brandon Doughty, WKU","W 58-28  vs MTSU",8.2,0,-0.1,0,8.1,37,98.7,98.5,6,"WKU","MTSU","Brandon Doughty","Doughty, B","W",58
2,"Jake Rudock, MICH","W 38-0  vs NW",2.7,0.6,-0.7,0,2.7,29,84.3,95.2,6,"MICH","NW","Jake Rudock","Rudock, J","W",38
3,"Taylor Lamb, APP","W 37-3  @ GAST",7.4,1.4,0,0,8.9,36,95.3,93.4,6,"APP","GAST","Taylor Lamb","Lamb, T","W",37
4,"Tyler Stewart, NEV","W 35-17  vs UNM",4.4,3.1,0,1.2,8.6,30,94.7,93.2,6,"NEV","UNM","Tyler Stewart","Stewart, T","W",35
5,"Cooper Rush, CMU","L 41-39  @ WMU",9.7,0.9,-0.6,0.6,10.6,40,94.2,93.1,6,"CMU","WMU","Cooper Rush","Rush, C","L",39
6,"Zach Terrell, WMU","W 41-39  vs CMU",7.6,1.2,0,0,8.8,31,94.1,92.8,6,"WMU","CMU","Zach Terrell","Terrell, Z","W",41
7,"Trevone Boykin, TCU","W 52-45  @ KSU",3.7,7.8,0,0.2,12,46,91.9,92.3,6,"TCU","KSU","Trevone Boykin","Boykin, T","W",52
8,"Alex McGough, FIU","W 52-12  vs UTEP",6.3,-0.3,-1.3,0.2,4.9,25,95.3,91.3,6,"FIU","UTEP","Alex McGough","McGough, A","W",52
9,"Chad Kelly, MISS","W 52-3  vs NMSU",7,0.9,0,0.1,8,37,96.4,90.9,6,"MISS","NMSU","Chad Kelly","Kelly, C","W",52
10,"Mike Bercovici, ASU","W 48-23  vs COLO",5.1,1.5,-0.6,0.3,6.4,39,89.1,89.4,6,"ASU","COLO","Mike Bercovici","Bercovici, M","W",48
11,"Thomas Woodson, AKR","W 47-21  @ EMU",7.8,2.3,-0.5,0.2,9.9,35,95.7,89.4,6,"AKR","EMU","Thomas Woodson","Woodson, T","W",47
12,"Joshua Dobbs, TENN","W 38-31  vs UGA",5.1,6.4,-0.7,0.5,11.2,64,80.2,89,6,"TENN","UGA","Joshua Dobbs","Dobbs, J","W",38
13,"Patrick Mahomes, TTU","W 66-31  vs ISU",9.9,0,-0.3,0.5,10,52,90.5,88.6,6,"TTU","ISU","Patrick Mahomes","Mahomes, P","W",66
14,"Drew Hare, NIU","W 59-41  vs BALL",12.9,-0.2,-0.8,0.6,12.5,42,95.3,88.5,6,"NIU","BALL","Drew Hare","Hare, D","W",59
15,"Seth Russell, BAY","W 66-7  @ KU",6.7,0.3,0,0,6.9,33,92.6,88.5,6,"BAY","KU","Seth Russell","Russell, S","W",66
16,"Matt Johnson, BGSU","W 62-38  vs UMASS",11.4,-0.2,-0.5,0.7,11.4,52,92.1,87.5,6,"BGSU","UMASS","Matt Johnson","Johnson, M","W",62
17,"Connor Cook, MSU","W 31-24  @ RUTG",11.1,1.1,-0.7,-0.2,11.4,42,91.1,86.9,6,"MSU","RUTG","Connor Cook","Cook, C","W",31
18,"Blake Kemp, ECU","L 45-38  @ BYU",9.4,-2.2,-0.4,0.2,7,43,84.7,86.3,6,"ECU","BYU","Blake Kemp","Kemp, B","L",38
19,"Tanner Mangum, BYU","W 45-38  vs ECU",9.7,0.7,-1.5,0.3,9.2,42,87.5,85.7,6,"BYU","ECU","Tanner Mangum","Mangum, T","W",45
20,"Matt Davis, SMU","L 49-28  @ HOU",5,3.9,-1,0.1,8,54,82.2,85.3,6,"SMU","HOU","Matt Davis","Davis, M","L",28
21,"Everett Golson, FSU","W 29-24  vs MIA",7.2,0.7,-1.1,0.6,7.3,44,79.8,85.1,6,"FSU","MIA","Everett Golson","Golson, E","W",29
22,"Jerrod Heard, TEX","W 24-17  vs OKLA",0.6,3.7,-1.1,0.2,3.4,33,66.3,84.7,6,"TEX","OKLA","Jerrod Heard","Heard, J","W",24
23,"Deshaun Watson, CLEM","W 43-24  vs GT",4.9,0.1,-0.3,0.2,4.9,39,82.5,83.7,6,"CLEM","GT","Deshaun Watson","Watson, D","W",43
24,"Brandon Harris, LSU","W 45-24  vs SC",5.3,1.4,-0.4,0,6.3,37,81.9,83.4,6,"LSU","SC","Brandon Harris","Harris, B","W",45
25,"Brogan Roback, EMU","L 47-21  vs AKR",5,0,-0.2,-0.2,4.6,39,80.1,83.1,6,"EMU","AKR","Brogan Roback","Roback, B","L",21
26,"Chris Laviano, RUTG","L 31-24  vs MSU",6,0,-2,-0.4,3.6,33,69.1,82.7,6,"RUTG","MSU","Chris Laviano","Laviano, C","L",24
27,"Brad Kaaya, MIA","L 29-24  @ FSU",8.5,-0.8,-2.2,0,5.5,57,63.7,81,6,"MIA","FSU","Brad Kaaya","Kaaya, B","L",24
28,"Joe Hubener, KSU","L 52-45  vs TCU",0,6.3,-1.2,2.7,7.8,66,70.2,80.8,6,"KSU","TCU","Joe Hubener","Hubener, J","L",45
29,"Perry Orth, SC","L 45-24  @ LSU",-0.2,2.4,-0.3,-0.1,1.8,34,56,80.1,6,"SC","LSU","Perry Orth","Orth, P","L",24
30,"Brenden Motley, VT","W 28-13  vs NCST",4,0.1,-0.4,1.7,5.4,43,70.6,78.9,6,"VT","NCST","Brenden Motley","Motley, B","W",28
31,"Perry Hills, MD","L 49-28  @ OSU",-1.9,7.5,-2.6,-0.2,2.8,57,54.6,78,6,"MD","OSU","Perry Hills","Hills, P","L",28
32,"Wes Lunt, ILL","L 29-20  @ IOWA",5.3,0,-2.2,1.1,4.2,51,60.1,77.3,6,"ILL","IOWA","Wes Lunt","Lunt, W","L",20
33,"Keenan Reynolds, NAVY","L 41-24  @ ND",-0.1,2.9,-0.8,-0.2,1.8,20,64.5,76.5,6,"NAVY","ND","Keenan Reynolds","Reynolds, K","L",24
34,"Tommy Armstrong Jr., NEB","L 23-21  vs WIS",-0.2,2.6,0,0.7,3.1,40,57.8,76.4,6,"NEB","WIS","Tommy Armstrong Jr.","Armstrong, T","L",21
35,"Driphus Jackson, RICE","W 27-26  @ FAU",7.4,2.7,-3.5,-0.1,6.4,50,72.1,75,6,"RICE","FAU","Driphus Jackson","Jackson, D","W",27
36,"DeShone Kizer, ND","W 41-24  vs NAVY",6,1.6,-1.1,-0.4,6.1,42,77.2,74.7,6,"ND","NAVY","DeShone Kizer","Kizer, D","W",41
37,"Cardale Jones, OSU","W 49-28  vs MD",6.2,-0.3,-0.4,0,5.4,37,76.2,74.5,6,"OSU","MD","Cardale Jones","Jones, C","W",49
38,"Maxwell Smith, SDSU","W 28-14  @ HAW",5.9,-1,-0.3,0.4,4.9,25,84.3,74,6,"SDSU","HAW","Maxwell Smith","Smith, M","W",28
39,"Greyson Lambert, UGA","L 38-31  @ TENN",2.4,0,-0.5,-0.5,1.4,37,48.8,73.9,6,"UGA","TENN","Greyson Lambert","Lambert, G","L",31
40,"Greg Ward Jr., HOU","W 49-28  vs SMU",5.1,6.2,-2.9,-0.3,8.2,37,89.9,73.6,6,"HOU","SMU","Greg Ward Jr.","Ward, G","W",49
41,"Quinton Flowers, USF","W 45-24  vs SYR",4.9,2.4,-1.9,-0.4,5.1,41,72.1,71.7,6,"USF","SYR","Quinton Flowers","Flowers, Q","W",45
42,"Riley Neal, BALL","L 59-41  @ NIU",5.9,0.1,-0.8,0.6,5.9,65,65.4,71.6,6,"BALL","NIU","Riley Neal","Neal, R","L",41
43,"Nathan Peterman, PITT","W 26-19  vs UVA",6.1,-1.3,-1.4,-0.1,3.3,31,67.2,71,6,"PITT","UVA","Nathan Peterman","Peterman, N","W",26
44,"Jalen Nixon, ULL","W 49-27  vs TXST",8.1,-0.1,0,0.1,8,39,88.4,70.5,6,"ULL","TXST","Jalen Nixon","Nixon, J","W",49
45,"C.J. Beathard, IOWA","W 29-20  vs ILL",1.3,2.5,-0.7,-0.1,2.9,37,58.6,69.9,6,"IOWA","ILL","C.J. Beathard","Beathard, C","W",29
46,"Anu Solomon, ARIZ","W 44-7  vs ORST",3.5,0,-0.4,-0.1,3,34,71.7,69.2,6,"ARIZ","ORST","Anu Solomon","Solomon, A","W",44
47,"Luke Falk, WSU","W 45-38  @ ORE",14.9,0.6,-5.5,-0.5,9.6,90,66.1,68.2,6,"WSU","ORE","Luke Falk","Falk, L","W",45
48,"Derrius Vick, OHIO","W 34-3  vs M-OH",5.5,-0.3,-1,0.4,4.5,39,73.1,68.2,6,"OHIO","OH","Derrius Vick","Vick, D","W",34
49,"Kenny Potter, SJSU","W 33-27  @ UNLV",6.1,2.5,0,0,8.6,51,77.8,68.1,6,"SJSU","UNLV","Kenny Potter","Potter, K","W",33
50,"Bryant Shirreffs, CONN","W 40-13  @ UCF",5.6,2.8,-2.1,-0.5,5.7,41,78.3,68,6,"CONN","UCF","Bryant Shirreffs","Shirreffs, B","W",40
51,"Brett Rypien, BSU","W 41-10  @ CSU",4,0.3,-0.6,0.8,4.4,44,70.4,67.8,6,"BSU","CSU","Brett Rypien","Rypien, B","W",41
52,"Will Grier, FLA","W 21-3  @ MIZ",2.3,1.4,-2,-0.1,1.6,42,49.2,66,6,"FLA","MIZ","Will Grier","Grier, W","W",21
53,"Joel Stave, WIS","W 23-21  @ NEB",4.3,1.2,-0.7,1.9,6.7,58,66.8,65.1,6,"WIS","NEB","Joel Stave","Stave, J","W",23
54,"Dane Evans, TLSA","W 34-24  vs ULM",9.2,0.7,-2.2,-0.6,7,60,68.8,64,6,"TLSA","ULM","Dane Evans","Evans, D","W",34
55,"Thomas Sirk, DUKE","W 44-3  @ ARMY",4.4,0.4,0,0.5,5.3,46,77,63.1,6,"DUKE","ARMY","Thomas Sirk","Sirk, T","W",44
56,"Brent Stockstill, MTSU","L 58-28  @ WKU",2.3,-0.2,-0.3,0,1.9,48,59.6,62.6,6,"MTSU","WKU","Brent Stockstill","Stockstill, B","L",28
57,"Kent Myers, USU","W 56-14  @ FRES",5.4,-1,-1.4,-0.1,3,31,69.5,62.1,6,"USU","FRES","Kent Myers","Myers, K","W",56
58,"Dontreal Pruitt, TROY","L 45-17  @ MSST",0.7,0.3,-0.5,0,0.4,37,50.9,60.8,6,"TROY","MSST","Dontreal Pruitt","Pruitt, D","L",17
59,"Mason Rudolph, OKST","W 33-26  @ WVU",-0.2,2.6,-1.8,0.3,0.8,50,42,60.7,6,"OKST","WVU","Mason Rudolph","Rudolph, M","W",33
60,"Jeff Lockie, ORE","L 45-38  vs WSU",1,2.7,-1,-0.1,2.6,31,59.5,59.1,6,"ORE","WSU","Jeff Lockie","Lockie, J","L",38
61,"Chase Litton, MRSH","W 31-10  vs USM",1.4,1.4,-0.3,0,2.5,27,64.7,59,6,"MRSH","USM","Chase Litton","Litton, C","W",31
62,"P.J. Walker, TEM","W 49-10  vs TULN",6.5,-0.9,-2.6,-0.4,2.6,25,67.1,58.6,6,"TEM","TULN","P.J. Walker","Walker, P","W",49
63,"Zander Diamont, IND","L 29-7  @ PSU",-0.7,2,-1.9,0.1,-0.5,29,33.1,58.2,6,"IND","PSU","Zander Diamont","Diamont, Z","L",7
64,"Christian Hackenberg, PSU","W 29-7  vs IND",3.7,2.8,-1.5,-0.1,4.9,50,68.1,57.6,6,"PSU","IND","Christian Hackenberg","Hackenberg, C","W",29
65,"Phillip Ely, TOL","W 38-7  vs KENT",1.2,0.2,0,0.2,1.7,39,52.5,57.4,6,"TOL","KENT","Phillip Ely","Ely, P","W",38
66,"Ryan Willis, KU","L 66-7  vs BAY",0.4,0.4,-0.8,0.7,0.7,45,46.1,56.9,6,"KU","BAY","Ryan Willis","Willis, R","L",7
67,"Jared Goff, CAL","L 30-24  @ UTAH",-1,2.1,-2.6,0.5,-1,58,33.7,55.2,6,"CAL","UTAH","Jared Goff","Goff, J","L",24
68,"George Bollas, KENT","L 38-7  @ TOL",-1.7,2.2,0,0.3,0.7,30,48.4,54.9,6,"KENT","TOL","George Bollas","Bollas, G","L",7
69,"Clayton Thorson, NW","L 38-0  @ MICH",0.3,-0.1,-0.6,-0.1,-0.5,33,30.7,54,6,"NW","MICH","Clayton Thorson","Thorson, C","L",0
70,"Blake Frohnapfel, UMASS","L 62-38  @ BGSU",6.5,0,-2.1,0.2,4.7,65,61.2,53.5,6,"UMASS","BGSU","Blake Frohnapfel","Frohnapfel, B","L",38
71,"Brandon Allen, ARK","L 27-14  @ ALA",-2.1,-0.8,-1.5,-0.1,-4.5,40,13.4,49.9,6,"ARK","ALA","Brandon Allen","Allen, B","L",14
72,"Eric Dungey, SYR","L 45-24  @ USF",2.6,-1.4,-1.5,0,-0.4,53,35.3,49.4,6,"SYR","USF","Eric Dungey","Dungey, E","L",24
73,"Baker Mayfield, OKLA","L 24-17  @ TEX",4.1,-0.4,-4.3,0.3,-0.3,49,36,49.3,6,"OKLA","TEX","Baker Mayfield","Mayfield, B","L",17
74,"Jacoby Brissett, NCST","L 28-13  @ VT",-0.7,1.6,-2,0.5,-0.6,40,33.5,46.4,6,"NCST","VT","Jacoby Brissett","Brissett, J","L",13
75,"Jeff Driskel, LT","W 34-31  @ UTSA",5.4,-2.1,0,0.4,3.7,59,54.1,46.2,6,"LT","UTSA","Jeff Driskel","Driskel, J","W",34
76,"Max Wittek, HAW","L 28-14  vs SDSU",0.2,0.9,-3,1.3,-0.6,43,34.3,45.4,6,"HAW","SDSU","Max Wittek","Wittek, M","L",14
77,"Jake Coker, ALA","W 27-14  vs ARK",1.1,1.4,-1.3,0.4,1.6,46,46.9,44,6,"ALA","ARK","Jake Coker","Coker, J","W",27
78,"Sefo Liufau, COLO","L 48-23  @ ASU",2.2,-0.6,-2.7,0.2,-1,55,30.8,42.4,6,"COLO","ASU","Sefo Liufau","Liufau, S","L",23
79,"Nick Mullens, USM","L 31-10  @ MRSH",0.2,0.7,-3.2,0.7,-1.6,70,29.7,42.2,6,"USM","MRSH","Nick Mullens","Mullens, N","L",10
80,"Dalton Sturm, UTSA","L 34-31  vs LT",5.8,-1.3,-3.2,0,1.3,44,45.6,42.1,6,"UTSA","LT","Dalton Sturm","Sturm, D","L",31
81,"Jake Browning, WASH","W 17-12  @ USC",-0.1,0,-1,-0.3,-1.4,38,29.3,39.6,6,"WASH","USC","Jake Browning","Browning, J","W",17
82,"Tyler Jones, TXST","L 49-27  @ ULL",0.5,4.4,-2.9,-0.3,1.7,48,49.7,33.7,6,"TXST","ULL","Tyler Jones","Jones, T","L",27
83,"Nick Jeanty, NMSU","L 52-3  @ MISS",-0.8,0.9,-2,0,-1.9,32,17.6,32.2,6,"NMSU","MISS","Nick Jeanty","Jeanty, N","L",3
84,"Nick Arbuckle, GAST","L 37-3  vs APP",-1.8,1.5,-1.7,0.3,-1.7,47,26.1,31.9,6,"GAST","APP","Nick Arbuckle","Arbuckle, N","L",3
85,"Andrew Allen, NMSU","L 52-3  @ MISS",-0.1,0.4,-1.4,0,-1.1,20,16.7,30.8,6,"NMSU","MISS","Andrew Allen","Allen, A","L",3
86,"Skyler Howard, WVU","L 33-26  vs OKST",-2.3,-0.5,-1.3,0.8,-3.3,60,25.6,29.6,6,"WVU","OKST","Skyler Howard","Howard, S","L",26
87,"John Wolford, WAKE","W 3-0  @ BC",-2.7,-1.7,-0.4,0,-4.9,37,13.3,29,6,"WAKE","BC","John Wolford","Wolford, J","W",3
88,"Sam B. Richardson, ISU","L 66-31  @ TTU",0.1,-0.3,-0.4,0.1,-0.5,28,31.5,28.9,6,"ISU","TTU","Sam B. Richardson","Richardson, S","L",31
89,"Seth Collins, ORST","L 44-7  @ ARIZ",-1.9,1.5,0,0,-0.4,34,33.5,27.5,6,"ORST","ARIZ","Seth Collins","Collins, S","L",7
90,"Justin Thomas, GT","L 43-24  @ CLEM",0,-1.9,-0.8,0,-2.7,28,9,26.9,6,"GT","CLEM","Justin Thomas","Thomas, J","L",24
91,"Garrett Smith, ULM","L 34-24  @ TLSA",1.6,-1.4,-0.3,0.3,0.2,63,38.6,25.7,6,"ULM","TLSA","Garrett Smith","Smith, G","L",24
92,"Jaquez Johnson, FAU","L 27-26  vs RICE",4.7,-0.6,-3,1.4,2.5,44,52.4,25,6,"FAU","RICE","Jaquez Johnson","Johnson, J","L",26
93,"Matt Johns, UVA","L 26-19  @ PITT",-1.7,0.6,-2.5,0,-3.5,44,18.9,24.1,6,"UVA","PITT","Matt Johns","Johns, M","L",19
94,"Kurt Palandech, UNLV","L 33-27  vs SJSU",0.6,-0.4,-2.1,-0.1,-2.1,52,28.5,22.8,6,"UNLV","SJSU","Kurt Palandech","Palandech, K","L",27
95,"Lamar Jordan, UNM","L 35-17  @ NEV",1.3,-2,0,-0.1,-0.8,21,29,21.2,6,"UNM","NEV","Lamar Jordan","Jordan, L","L",17
96,"Danny Cameron, IND","L 29-7  @ PSU",-1.2,0,-0.7,-0.2,-2.1,20,8.5,20.8,6,"IND","PSU","Danny Cameron","Cameron, D","L",7
97,"Karson Roberts, AFA","W 31-17  vs WYO",-1.2,1.7,0,0,0.5,24,43.3,19.5,6,"AFA","WYO","Karson Roberts","Roberts, K","W",31
98,"Mitch Leidner, MINN","W 41-13  @ PUR",-0.8,0.3,-0.9,-0.3,-1.7,20,19.5,18.8,6,"MINN","PUR","Mitch Leidner","Leidner, M","W",41
99,"Travis Wilson, UTAH","W 30-24  vs CAL",-1.4,-1.9,-0.7,0.1,-3.9,42,18.5,18.3,6,"UTAH","CAL","Travis Wilson","Wilson, T","W",30
100,"Cody Kessler, USC","L 17-12  vs WASH",-2.7,0,-3.2,-0.6,-6.6,40,9.4,17.7,6,"USC","WASH","Cody Kessler","Kessler, C","L",12
101,"Coleman Key, CSU","L 41-10  vs BSU",-2.8,-0.3,0,-0.1,-3.3,24,11.9,17.4,6,"CSU","BSU","Coleman Key","Key, C","L",10
102,"Kavika Johnson, UTEP","L 52-12  @ FIU",0,0.2,-0.9,0,-0.7,34,19.6,16.7,6,"UTEP","FIU","Kavika Johnson","Johnson, K","L",12
103,"David Blough, PUR","L 41-13  vs MINN",-4.4,0.3,-1.5,0,-5.6,57,10,12.4,6,"PUR","MINN","David Blough","Blough, D","L",13
104,"Drew Lock, MIZ","L 21-3  vs FLA",-7.2,-0.2,-1.6,-0.1,-9,44,4.3,12,6,"MIZ","FLA","Drew Lock","Lock, D","L",3
105,"Justin Holman, UCF","L 40-13  vs CONN",-4.1,0,-0.2,-0.4,-4.5,58,11.8,11.5,6,"UCF","CONN","Justin Holman","Holman, J","L",13
106,"Jeff Smith, BC","L 3-0  vs WAKE",-3.1,-1.5,0,0.3,-4.3,26,9.7,10.5,6,"BC","WAKE","Jeff Smith","Smith, J","L",0
107,"Tanner Lee, TULN","L 49-10  @ TEM",0.5,-3.5,-3.5,0.2,-6.4,37,6.8,10.1,6,"TULN","TEM","Tanner Lee","Lee, T","L",10
108,"Cameron Coffman, WYO","L 31-17  @ AFA",-0.8,-1.6,-2.6,0.6,-4.4,38,8.9,8.6,6,"WYO","AFA","Cameron Coffman","Coffman, C","L",17
109,"Andrew McNulty, UNT","L 66-7  vs PRST",-2.6,0,-0.5,0.5,-2.6,33,13.1,4.7,6,"UNT","PRST","Andrew McNulty","McNulty, A","L",7
110,"Billy Bahl, M-OH","L 34-3  @ OHIO",-4.1,-0.4,-0.6,0.2,-4.9,27,3.4,4,6,"OH","OHIO","Billy Bahl","Bahl, B","L",3
111,"Kilton Anderson, FRES","L 56-14  vs USU",-0.6,-2.5,-4.6,-0.2,-7.9,31,1.6,1.8,6,"FRES","USU","Kilton Anderson","Anderson, K","L",14
112,"Ahmad Bradshaw, ARMY","L 44-3  vs DUKE",-0.2,-4.3,-0.2,0.1,-4.7,22,1.1,1.1,6,"ARMY","DUKE","Ahmad Bradshaw","Bradshaw, A","L",3
1,"Taylor Lamb, APP","W 59-14  @ ULM",6.7,6.5,0,-0.3,12.9,24,99.7,99.7,7,"APP","ULM","Taylor Lamb","Lamb, T","W",59
2,"Seth Russell, BAY","W 62-38  vs WVU",8.4,7.3,-0.6,1.4,16.5,51,97.1,98.5,7,"BAY","WVU","Seth Russell","Russell, S","W",62
3,"Trevone Boykin, TCU","W 45-21  @ ISU",16.6,2.6,-0.6,0.4,18.9,48,97.9,97.7,7,"TCU","ISU","Trevone Boykin","Boykin, T","W",45
4,"Baker Mayfield, OKLA","W 55-0  @ KSU",7.9,3.2,-1.8,0,9.2,37,96.7,96.9,7,"OKLA","KSU","Baker Mayfield","Mayfield, B","W",55
5,"Tommy Armstrong Jr., NEB","W 48-25  @ MINN",8.3,2.5,-1,0.1,9.8,36,94.7,96.3,7,"NEB","MINN","Tommy Armstrong Jr.","Armstrong, T","W",48
6,"Kent Myers, USU","W 52-26  vs BSU",5.9,2,-0.5,0,7.3,39,93.3,95.6,7,"USU","BSU","Kent Myers","Myers, K","W",52
7,"Brandon Harris, LSU","W 35-28  vs FLA",7,-0.9,0,-0.2,5.9,27,86.4,95.1,7,"LSU","FLA","Brandon Harris","Harris, B","W",35
